FIPS,Name,State
0500000US49017,Garfield,Utah
0500000US49019,Grand,Utah
0500000US49021,Iron,Utah
0500000US49023,Juab,Utah
0500000US49025,Kane,Utah
0500000US49027,Millard,Utah
0500000US49029,Morgan,Utah
0500000US49031,Piute,Utah
0500000US49033,Rich,Utah
0500000US49035,Salt Lake,Utah
0500000US49037,San Juan,Utah
0500000US49039,Sanpete,Utah
0500000US49041,Sevier,Utah
0500000US49043,Summit,Utah
0500000US49045,Tooele,Utah
0500000US49047,Uintah,Utah
0500000US49049,Utah,Utah
0500000US49051,Wasatch,Utah
0500000US49053,Washington,Utah
0500000US49055,Wayne,Utah
0500000US49057,Weber,Utah
0500000US50001,Addison,Vermont
0500000US50003,Bennington,Vermont
0500000US50005,Caledonia,Vermont
0500000US50007,Chittenden,Vermont
0500000US50009,Essex,Vermont
0500000US50011,Franklin,Vermont
0500000US50013,Grand Isle,Vermont
0500000US50015,Lamoille,Vermont
0500000US50017,Orange,Vermont
0500000US50019,Orleans,Vermont
0500000US50021,Rutland,Vermont
0500000US50023,Washington,Vermont
0500000US50025,Windham,Vermont
0500000US50027,Windsor,Vermont
0500000US51001,Accomack,Virginia
0500000US51003,Albemarle,Virginia
0500000US51005,Alleghany,Virginia
0500000US51007,Amelia,Virginia
0500000US51009,Amherst,Virginia
0500000US51011,Appomattox,Virginia
0500000US51013,Arlington,Virginia
0500000US51015,Augusta,Virginia
0500000US51017,Bath,Virginia
0500000US51019,Bedford,Virginia
0500000US51021,Bland,Virginia
0500000US51023,Botetourt,Virginia
0500000US51025,Brunswick,Virginia
0500000US51027,Buchanan,Virginia
0500000US51029,Buckingham,Virginia
0500000US51031,Campbell,Virginia
0500000US51033,Caroline,Virginia
0500000US51035,Carroll,Virginia
0500000US51036,Charles City,Virginia
0500000US51037,Charlotte,Virginia
0500000US51041,Chesterfield,Virginia
0500000US51043,Clarke,Virginia
0500000US51045,Craig,Virginia
0500000US51047,Culpeper,Virginia
0500000US51049,Cumberland,Virginia
0500000US51051,Dickenson,Virginia
0500000US51053,Dinwiddie,Virginia
0500000US51057,Essex,Virginia
0500000US51059,Fairfax,Virginia
0500000US51061,Fauquier,Virginia
0500000US51063,Floyd,Virginia
0500000US51065,Fluvanna,Virginia
0500000US51067,Franklin,Virginia
0500000US51069,Frederick,Virginia
0500000US51071,Giles,Virginia
0500000US51073,Gloucester,Virginia
0500000US51075,Goochland,Virginia
0500000US51077,Grayson,Virginia
0500000US51079,Greene,Virginia
0500000US51081,Greensville,Virginia
0500000US51083,Halifax,Virginia
0500000US51085,Hanover,Virginia
0500000US51087,Henrico,Virginia
0500000US51089,Henry,Virginia
0500000US51091,Highland,Virginia
0500000US51093,Isle of Wight,Virginia
0500000US51095,James City,Virginia
0500000US51097,King and Queen,Virginia
0500000US51099,King George,Virginia
0500000US51101,King William,Virginia
0500000US51103,Lancaster,Virginia
0500000US51105,Lee,Virginia
0500000US51107,Loudoun,Virginia
0500000US51109,Louisa,Virginia
0500000US51111,Lunenburg,Virginia
0500000US51113,Madison,Virginia
0500000US51115,Mathews,Virginia
0500000US51117,Mecklenburg,Virginia
0500000US51119,Middlesex,Virginia
0500000US51121,Montgomery,Virginia
0500000US51125,Nelson,Virginia
0500000US51127,New Kent,Virginia
0500000US51131,Northampton,Virginia
0500000US51133,Northumberland,Virginia
0500000US51135,Nottoway,Virginia
0500000US51137,Orange,Virginia
0500000US51139,Page,Virginia
0500000US51141,Patrick,Virginia
0500000US51143,Pittsylvania,Virginia
0500000US51145,Powhatan,Virginia
0500000US51147,Prince Edward,Virginia
0500000US51149,Prince George,Virginia
0500000US51153,Prince William,Virginia
0500000US51155,Pulaski,Virginia
0500000US51157,Rappahannock,Virginia
0500000US51159,Richmond,Virginia
0500000US51161,Roanoke,Virginia
0500000US51163,Rockbridge,Virginia
0500000US51165,Rockingham,Virginia
0500000US51167,Russell,Virginia
0500000US51169,Scott,Virginia
0500000US51171,Shenandoah,Virginia
0500000US51173,Smyth,Virginia
0500000US51175,Southampton,Virginia
0500000US51177,Spotsylvania,Virginia
0500000US51179,Stafford,Virginia
0500000US51181,Surry,Virginia
0500000US51183,Sussex,Virginia
0500000US51185,Tazewell,Virginia
0500000US51187,Warren,Virginia
0500000US51191,Washington,Virginia
0500000US51193,Westmoreland,Virginia
0500000US51195,Wise,Virginia
0500000US51197,Wythe,Virginia
0500000US51199,York,Virginia
0500000US51510,Alexandria City,Virginia
0500000US51515,Bedford City,Virginia
0500000US51520,Bristol City,Virginia
0500000US51530,Buena Vista City,Virginia
0500000US51540,Charlottesville City,Virginia
0500000US51550,Chesapeake City,Virginia
0500000US51560,Clifton Forge City,Virginia
0500000US51570,Colonial Heights City,Virginia
0500000US51580,Covington City,Virginia
0500000US51590,Danville City,Virginia
0500000US51595,Emporia City,Virginia
0500000US51600,Fairfax City,Virginia
0500000US51610,Falls Church City,Virginia
0500000US51620,Franklin City,Virginia
0500000US51630,Fredericksburg City,Virginia
0500000US51640,Galax City,Virginia
0500000US51650,Hampton City,Virginia
0500000US51660,Harrisonburg City,Virginia
0500000US51670,Hopewell City,Virginia
0500000US51678,Lexington City,Virginia
0500000US51680,Lynchburg City,Virginia
0500000US51683,Manassas City,Virginia
0500000US51685,Manassas Park City,Virginia
0500000US51690,Martinsville City,Virginia
0500000US51700,Newport News City,Virginia
0500000US51710,Norfolk City,Virginia
0500000US51720,Norton City,Virginia
0500000US51730,Petersburg City,Virginia
0500000US51735,Poquoson City,Virginia
0500000US51740,Portsmouth City,Virginia
0500000US51750,Radford City,Virginia
0500000US51760,Richmond City,Virginia
0500000US51770,Roanoke City,Virginia
0500000US51775,Salem City,Virginia
0500000US51780,South Boston City,Virginia
0500000US51790,Staunton City,Virginia
0500000US51800,Suffolk City,Virginia
0500000US51810,Virginia Beach City,Virginia
0500000US51820,Waynesboro City,Virginia
0500000US51830,Williamsburg City,Virginia
0500000US51840,Winchester City,Virginia
0500000US53001,Adams,Washington
0500000US53003,Asotin,Washington
0500000US53005,Benton,Washington
0500000US53007,Chelan,Washington
0500000US53009,Clallam,Washington
0500000US53011,Clark,Washington
0500000US53013,Columbia,Washington
0500000US53015,Cowlitz,Washington
0500000US53017,Douglas,Washington
0500000US53019,Ferry,Washington
0500000US53021,Franklin,Washington
0500000US53023,Garfield,Washington
0500000US53025,Grant,Washington
0500000US53027,Grays Harbor,Washington
0500000US53029,Island,Washington
0500000US53031,Jefferson,Washington
0500000US53033,King,Washington
0500000US53035,Kitsap,Washington
0500000US53037,Kittitas,Washington
0500000US53039,Klickitat,Washington
0500000US53041,Lewis,Washington
0500000US53043,Lincoln,Washington
0500000US53045,Mason,Washington
0500000US53047,Okanogan,Washington
0500000US53049,Pacific,Washington
0500000US53051,Pend Oreille,Washington
0500000US53053,Pierce,Washington
0500000US53055,San Juan,Washington
0500000US53057,Skagit,Washington
0500000US53059,Skamania,Washington
0500000US53061,Snohomish,Washington
0500000US53063,Spokane,Washington
0500000US53065,Stevens,Washington
0500000US53067,Thurston,Washington
0500000US53069,Wahkiakum,Washington
0500000US53071,Walla Walla,Washington
0500000US53073,Whatcom,Washington
0500000US53075,Whitman,Washington
0500000US53077,Yakima,Washington
0500000US54001,Barbour,West Virginia
0500000US54003,Berkeley,West Virginia
0500000US54005,Boone,West Virginia
0500000US54007,Braxton,West Virginia
0500000US54009,Brooke,West Virginia
0500000US54011,Cabell,West Virginia
0500000US54013,Calhoun,West Virginia
0500000US54015,Clay,West Virginia
0500000US54017,Doddridge,West Virginia
0500000US54019,Fayette,West Virginia
0500000US54021,Gilmer,West Virginia
0500000US54023,Grant,West Virginia
0500000US54025,Greenbrier,West Virginia
0500000US54027,Hampshire,West Virginia
0500000US54029,Hancock,West Virginia
0500000US54031,Hardy,West Virginia
0500000US54033,Harrison,West Virginia
0500000US54035,Jackson,West Virginia
0500000US54037,Jefferson,West Virginia
0500000US54039,Kanawha,West Virginia
0500000US54041,Lewis,West Virginia
0500000US54043,Lincoln,West Virginia
0500000US54045,Logan,West Virginia
0500000US54047,McDowell,West Virginia
0500000US54049,Marion,West Virginia
0500000US54051,Marshall,West Virginia
0500000US54053,Mason,West Virginia
0500000US54055,Mercer,West Virginia
0500000US54057,Mineral,West Virginia
0500000US54059,Mingo,West Virginia
0500000US54061,Monongalia,West Virginia
0500000US54063,Monroe,West Virginia
0500000US54065,Morgan,West Virginia
0500000US54067,Nicholas,West Virginia
0500000US54069,Ohio,West Virginia
0500000US54071,Pendleton,West Virginia
0500000US54073,Pleasants,West Virginia
0500000US54075,Pocahontas,West Virginia
0500000US54077,Preston,West Virginia
0500000US54079,Putnam,West Virginia
0500000US54081,Raleigh,West Virginia
0500000US54083,Randolph,West Virginia
0500000US54085,Ritchie,West Virginia
0500000US54087,Roane,West Virginia
0500000US54089,Summers,West Virginia
0500000US54091,Taylor,West Virginia
0500000US54093,Tucker,West Virginia
0500000US54095,Tyler,West Virginia
0500000US54097,Upshur,West Virginia
0500000US54099,Wayne,West Virginia
0500000US54101,Webster,West Virginia
0500000US54103,Wetzel,West Virginia
0500000US54105,Wirt,West Virginia
0500000US54107,Wood,West Virginia
0500000US54109,Wyoming,West Virginia
0500000US55001,Adams,Wisconsin
0500000US55003,Ashland,Wisconsin
0500000US55005,Barron,Wisconsin
0500000US55007,Bayfield,Wisconsin
0500000US55009,Brown,Wisconsin
0500000US55011,Buffalo,Wisconsin
0500000US55013,Burnett,Wisconsin
0500000US55015,Calumet,Wisconsin
0500000US55017,Chippewa,Wisconsin
0500000US55019,Clark,Wisconsin
0500000US55021,Columbia,Wisconsin
0500000US55023,Crawford,Wisconsin
0500000US55025,Dane,Wisconsin
0500000US55027,Dodge,Wisconsin
0500000US55029,Door,Wisconsin
0500000US55031,Douglas,Wisconsin
0500000US55033,Dunn,Wisconsin
0500000US55035,Eau Claire,Wisconsin
0500000US55037,Florence,Wisconsin
0500000US55039,Fond du Lac,Wisconsin
0500000US55041,Forest,Wisconsin
0500000US55043,Grant,Wisconsin
0500000US55045,Green,Wisconsin
0500000US55047,Green Lake,Wisconsin
0500000US55049,Iowa,Wisconsin
0500000US55051,Iron,Wisconsin
0500000US55053,Jackson,Wisconsin
0500000US55055,Jefferson,Wisconsin
0500000US55057,Juneau,Wisconsin
0500000US55059,Kenosha,Wisconsin
0500000US55061,Kewaunee,Wisconsin
0500000US55063,La Crosse,Wisconsin
0500000US55065,Lafayette,Wisconsin
0500000US55067,Langlade,Wisconsin
0500000US55069,Lincoln,Wisconsin
0500000US55071,Manitowoc,Wisconsin
0500000US55073,Marathon,Wisconsin
0500000US55075,Marinette,Wisconsin
0500000US55077,Marquette,Wisconsin
0500000US55078,Menominee,Wisconsin
0500000US55079,Milwaukee,Wisconsin
0500000US55081,Monroe,Wisconsin
0500000US55083,Oconto,Wisconsin
0500000US55085,Oneida,Wisconsin
0500000US55087,Outagamie,Wisconsin
0500000US55089,Ozaukee,Wisconsin
0500000US55091,Pepin,Wisconsin
0500000US55093,Pierce,Wisconsin
0500000US55095,Polk,Wisconsin
0500000US55097,Portage,Wisconsin
0500000US55099,Price,Wisconsin
0500000US55101,Racine,Wisconsin
0500000US55103,Richland,Wisconsin
0500000US55105,Rock,Wisconsin
0500000US55107,Rusk,Wisconsin
0500000US55109,St. Croix,Wisconsin
0500000US55111,Sauk,Wisconsin
0500000US55113,Sawyer,Wisconsin
0500000US55115,Shawano,Wisconsin
0500000US55117,Sheboygan,Wisconsin
0500000US55119,Taylor,Wisconsin
0500000US55121,Trempealeau,Wisconsin
0500000US55123,Vernon,Wisconsin
0500000US55125,Vilas,Wisconsin
0500000US55127,Walworth,Wisconsin
0500000US55129,Washburn,Wisconsin
0500000US55131,Washington,Wisconsin
0500000US55133,Waukesha,Wisconsin
0500000US55135,Waupaca,Wisconsin
0500000US55137,Waushara,Wisconsin
0500000US55139,Winnebago,Wisconsin
0500000US55141,Wood,Wisconsin
0500000US56001,Albany,Wyoming
0500000US56003,Big Horn,Wyoming
0500000US56005,Campbell,Wyoming
0500000US56007,Carbon,Wyoming
0500000US56009,Converse,Wyoming
0500000US56011,Crook,Wyoming
0500000US56013,Fremont,Wyoming
0500000US56015,Goshen,Wyoming
0500000US56017,Hot Springs,Wyoming
0500000US56019,Johnson,Wyoming
0500000US56021,Laramie,Wyoming
0500000US56023,Lincoln,Wyoming
0500000US56025,Natrona,Wyoming
0500000US56027,Niobrara,Wyoming
0500000US56029,Park,Wyoming
0500000US56031,Platte,Wyoming
0500000US56033,Sheridan,Wyoming
0500000US56035,Sublette,Wyoming
0500000US56037,Sweetwater,Wyoming
0500000US56039,Teton,Wyoming
0500000US56041,Uinta,Wyoming
0500000US56043,Washakie,Wyoming
0500000US56045,Weston,Wyoming
0500000US60010,Unknown,American Samoa
0500000US60020,Manua,American Samoa
0500000US60020,Ofu,American Samoa
0500000US60020,Olosega,American Samoa
0500000US60050,Tutuila,American Samoa
0500000US66010,Cocos Island,Northern Mariana Islands
0500000US66010,Guam,GU
0500000US69100,Rota,Northern Mariana Islands
0500000US69110,Saipan,Northern Mariana Islands
0500000US69120,Aguijan,Northern Mariana Islands
0500000US69120,Tinian,Northern Mariana Islands
0500000US72001,Adjuntas,Puerto Rico
0500000US72003,Aguada,Puerto Rico
0500000US72005,Aguadilla,Puerto Rico
0500000US72007,Aguas Buenas,Puerto Rico
0500000US72009,Aibonito,Puerto Rico
0500000US72011,Anasco Municipio,Puerto Rico
0500000US72013,Arecibo Municipio,Puerto Rico
0500000US72015,Arroyo,Puerto Rico
0500000US72017,Barceloneta,Puerto Rico
0500000US72019,Barranquitas,Puerto Rico
0500000US72021,Bayamon Municipio,Puerto Rico
0500000US72023,Cabo Rojo,Puerto Rico
0500000US72025,Caguas,Puerto Rico
0500000US72027,Camuy,Puerto Rico
0500000US72029,Canovanas Municipio,Puerto Rico
0500000US72031,Carolina,Puerto Rico
0500000US72033,Catano Municipio,Puerto Rico
0500000US72035,Cayey,Puerto Rico
0500000US72037,Ceiba,Puerto Rico
0500000US72039,Ciales,Puerto Rico
0500000US72041,Cidra,Puerto Rico
0500000US72043,Coamo,Puerto Rico
0500000US72045,Comerio Municipio,Puerto Rico
0500000US72047,Corozal,Puerto Rico
0500000US72049,Culebra,Puerto Rico
0500000US72051,Dorado,Puerto Rico
0500000US72053,Fajardo,Puerto Rico
0500000US72054,Florida,Puerto Rico
0500000US72055,Guanica Municipio,Puerto Rico
0500000US72057,Guayama,Puerto Rico
0500000US72059,Guayanilla,Puerto Rico
0500000US72061,Guaynabo,Puerto Rico
0500000US72063,Gurabo,Puerto Rico
0500000US72065,Hatillo,Puerto Rico
0500000US72067,Hormigueros,Puerto Rico
0500000US72069,Humacao,Puerto Rico
0500000US72071,Isabela,Puerto Rico
0500000US72073,Jayuya,Puerto Rico
0500000US72075,Juana Diaz,Puerto Rico
0500000US72077,Juncos,Puerto Rico
0500000US72079,Lajas,Puerto Rico
0500000US72081,Lares,Puerto Rico
0500000US72083,Las Marias Municipio,Puerto Rico
0500000US72085,Las Piedras,Puerto Rico
0500000US72087,Loiza Municipio,Puerto Rico
0500000US72089,Luquillo,Puerto Rico
0500000US72091,Manati Municipio,Puerto Rico
0500000US72093,Maricao,Puerto Rico
0500000US72095,Maunabo,Puerto Rico
0500000US72097,Mayaguez,Puerto Rico
0500000US72099,Moca,Puerto Rico
0500000US72101,Morovis,Puerto Rico
0500000US72103,Naguabo,Puerto Rico
0500000US72105,Naranjito,Puerto Rico
0500000US72107,Orocovis,Puerto Rico
0500000US72109,Patillas,Puerto Rico
0500000US72111,Penuelas Municipio,Puerto Rico
0500000US72113,Ponce,Puerto Rico
0500000US72115,Quebradillas,Puerto Rico
0500000US72117,Rincon Municipio,Puerto Rico
0500000US72119,Rio Grande,Puerto Rico
0500000US72121,Sabana Grande,Puerto Rico
0500000US72123,Salinas,Puerto Rico
0500000US72125,San German,Puerto Rico
0500000US72127,San Juan,Puerto Rico
0500000US72129,San Lorenzo,Puerto Rico
0500000US72131,San Sebastian,Puerto Rico
0500000US72133,Santa Isabel,Puerto Rico
0500000US72135,Toa Alta,Puerto Rico
0500000US72137,Toa Baja,Puerto Rico
0500000US72139,Trujillo Alto,Puerto Rico
0500000US72141,Utuado,Puerto Rico
0500000US72143,Vega Alta,Puerto Rico
0500000US72145,Vega Baja,Puerto Rico
0500000US72147,Vieques,Puerto Rico
0500000US72149,Villalba,Puerto Rico
0500000US72151,Yabucoa,Puerto Rico
0500000US72153,Yauco,Puerto Rico
0500000US78010,St. Croix,Virgin Islands
0500000US78020,St. John,Virgin Islands
0500000US78030,St. Thomas,Virgin Islands
